age,description,has_education,has_family,kongzi_option,kongzi_career_points,kongzi_parents_points,kongzi_children_points,kongzi_health_points,kongzi_friends_points,laozi_option,laozi_career_points,laozi_parents_points,laozi_children_points,laozi_health_points,laozi_friends_points,mozi_option,mozi_career_points,mozi_parents_points,mozi_children_points,mozi_health_points,mozi_friends_points,shang_option,shang_career_points,shang_parents_points,shang_children_points,shang_health_points,shang_friends_points
40,"Congratulations, you started a new job! What type of worker will you be?",No,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
50,"Congratulations, you started a new job! What type of worker will you be?",Yes,Yes,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
50,"Congratulations, you started a new job! What type of worker will you be?",Yes,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
50,"Congratulations, you started a new job! What type of worker will you be?",No,Yes,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
50,"Congratulations, you started a new job! What type of worker will you be?",No,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
60,"Congratulations, you started a new job! What type of worker will you be?",Yes,Yes,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
60,"Congratulations, you started a new job! What type of worker will you be?",Yes,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
60,"Congratulations, you started a new job! What type of worker will you be?",No,Yes,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
60,"Congratulations, you started a new job! What type of worker will you be?",No,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
70,"Congratulations, you started a new job! What type of worker will you be?",Yes,Yes,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
70,"Congratulations, you started a new job! What type of worker will you be?",Yes,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
70,"Congratulations, you started a new job! What type of worker will you be?",No,Yes,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
70,"Congratulations, you started a new job! What type of worker will you be?",No,No,"I'll follow the lead of my seniors. In time, I'll cultivate myself into a model employee so that others may follow my example.",2,-1,-1,-1,1,"I'll simply go with the flow—whether I get promoted or fired, that's just another transformation.",-1,1,1,2,2,"I’ll work hard to bring the most benefit to the company. If I get promoted, that's just evidence of my contribution.",3,-1,-1,-1,-1,I'll obey the rules and avoid getting fired. Advancement comes through strict compliance whereas failure comes with consequences.,1,1,1,1,1
20,You notice your coworker isn't pulling their weight on a group project. How will you handle this?,Yes,Yes,"Gently lead by example, and if a supervisor gets involved, they should act with virtue rather than punishment.",-1,0,0,-1,1,"Don't micromanage—maybe they've just been busy lately, but they should naturally find their rhythm.",-1,0,1,1,2,Speak with a supervisor about improving the system—we need tasks to be assigned better and more incentives to reward good work.,1,0,0,0,0,It's a rule that we need to work for a reason—inform a supervisor so that they can issue an appropriate punishment.,2,0,-1,-1,-1
20,You notice your coworker isn't pulling their weight on a group project. How will you handle this?,Yes,No,"Gently lead by example, and if a supervisor gets involved, they should act with virtue rather than punishment.",-1,0,0,-1,1,"Don't micromanage—maybe they've just been busy lately, but they should naturally find their rhythm.",-1,0,1,1,2,Speak with a supervisor about improving the system—we need tasks to be assigned better and more incentives to reward good work.,1,0,0,0,0,It's a rule that we need to work for a reason—inform a supervisor so that they can issue an appropriate punishment.,2,0,-1,-1,-1
20,You notice your coworker isn't pulling their weight on a group project. How will you handle this?,No,Yes,"Gently lead by example, and if a supervisor gets involved, they should act with virtue rather than punishment.",-1,0,0,-1,1,"Don't micromanage—maybe they've just been busy lately, but they should naturally find their rhythm.",-1,0,1,1,2,Speak with a supervisor about improving the system—we need tasks to be assigned better and more incentives to reward good work.,1,0,0,0,0,It's a rule that we need to work for a reason—inform a supervisor so that they can issue an appropriate punishment.,2,0,-1,-1,-1
